Subject,Predicate,Fuzzy,Object
拍摄出具有电影质感的空中镜头。,Specifies,0.09,我希望无人机能够稳定飞行并搭载专业摄像设备
捕捉到比赛中的精彩瞬间。,Specifies,0.3,我需要无人机具备高速追踪和拍摄功能
展示房产的独特视角和周边环境。,Specifies,0.86,我希望无人机能够拍摄高清航拍视频
展现大自然的美丽与奇观。,Specifies,0.15,我需要无人机能够拍摄野生动物和自然景观的高清影像
展示景观设计的整体效果和空间布局。,Specifies,0.33,我希望无人机能够拍摄航拍视频
辅助解说和赛事报道。,Specifies,0.72,我希望无人机能够拍摄比赛过程和选手表现的实时视频
支持地理研究和教学。,Specifies,0.7,我希望无人机能够拍摄地貌变化和自然地理现象的摄像影像
研究植物的生长过程。,Specifies,0.64,我需要无人机能够拍摄植物生长和变化的时间-lapse影像
呈现自然环境的演变和保护问题。,Specifies,0.88,我需要无人机能够拍摄环境变化和生态系统的高清视频
辅助规划决策和评估。,Specifies,0.96,我希望无人机能够拍摄城市规划和城市发展的航拍影像
帮助农业研究和农作物管理。,Specifies,0.34,我需要无人机能够拍摄农田和农作物的高清照片
展示大自然的壮丽景色。,Specifies,0.85,我希望无人机能够拍摄风景和自然环境的宽广视野
保留历史和传统文化的影像资料。,Specifies,0.89,我希望无人机能够拍摄古建筑和文化遗址的航拍照片和视频
便在水下环境中拍摄清晰、生动的影像作品。,Specifies,0.99,我希望无人机能够搭载水下摄像设备
展示人工景观设计的独特创意和效果。,Specifies,0.33,我需要无人机能够拍摄航拍视频
辅助考古调查和文物保护工作。,Specifies,0.51,我希望无人机能够拍摄考古遗址的航拍照片和视频
便进行训练评估和改进。,Specifies,0.49,我需要无人机能够拍摄运动员训练过程的实时视频
辅助科普教育和科学传播。,Specifies,0.43,我希望无人机能够拍摄科学实验和科学现象的摄像影像
研究冰川的演化和影响。,Specifies,0.61,我需要无人机能够拍摄冰川变化和冰川景观的航拍影像
便对农田进行全面巡查和监测。,Specifies,0.78,我希望无人机的续航能力能够持续飞行足够长的时间
便在灾害现场进行长时间的搜索和救援行动。,Specifies,0.77,我需要无人机具备较长的续航能力
提高电力设备的运行安全性。,Specifies,0,我希望无人机的续航能力能够支持长时间的线路巡检
便能够拍摄更多的航拍照片和影片。,Specifies,0.07,我需要无人机具备较长的续航能力
便获取更全面的城市数据和图像信息。,Specifies,0.92,我希望无人机的续航能力能够支持长时间的航拍勘测
便能够持续监测和记录环境污染情况。,Specifies,0.86,我需要无人机具备较长的续航能力
确保施工安全和质量。,Specifies,0.81,我希望无人机的续航能力能够支持长时间的巡查和监控
便能够完成更多的配送任务并提高效率。,Specifies,0.2,我需要无人机具备较长的续航能力
便能够持续监测和巡查森林火情，并及时采取措施进行灭火。,Specifies,0.02,我需要无人机具备较长的续航能力
确保航空安全。,Specifies,0.04,我希望无人机的续航能力能够支持长时间的空中巡视和交通监管
便能够进行长时间的海上巡逻和边境监测工作。,Specifies,0.35,我需要无人机具备较长的续航能力
确保在火场中安全地进行监测和救援任务。,Specifies,0.65,我希望无人机具备高度稳定的飞行控制系统
便在监控和安保工作中提供更准确的图像和视频资料。,Specifies,0.2,我需要无人机配备高清摄像设备和实时传输功能
在复杂的搜救环境中提供更好的视觉辅助。,Specifies,0.78,我希望无人机能够配备红外热成像和夜视功能
确保在边境巡逻任务中避免碰撞和意外事件。,Specifies,0.45,我需要无人机具备自动避障和防撞功能
应对突发情况并保证飞行安全。,Specifies,0.62,我希望无人机具备强大的飞行稳定性和自动返航功能
确保在禁飞区域或危险区域的安全飞行。,Specifies,0.96,我需要无人机具备飞行限制区域警示功能
在恶劣的环境条件下仍能保持正常运行和飞行安全。,Specifies,0.91,我希望无人机具备防水和防尘性能
保障通信安全和任务保密性。,Specifies,0.18,我需要无人机具备加密和抗干扰的通信系统
及时发现和报警危险物品运输和违规行为。,Specifies,0.03,我希望无人机具备危险物品识别和警示功能
US257,Defines,0.26,便在高楼火灾等特殊情况下能够及时投放救援装备和物资。
US258,Defines,0.2,确保无人机在农田作业中的持续可靠运行。
US259,Defines,0.55,确保拍摄到稳定、清晰的航拍影像。
US260,Defines,0.38,保证无人机在各种工作条件下的稳定飞行。
US261,Defines,0.24,保证任务信息的准确传输和保密性。
US262,Defines,0.64,确保在紧急救援任务中能够准确投放装备和物资。
US263,Defines,0.18,保证准确、稳定地获取环境数据和监测结果。
US264,Defines,0.17,确保及时发现电力设备故障和隐患。
US265,Defines,0.29,减少维修和更换的频率和成本。
US266,Defines,0.62,保证科学实验的准确性和稳定性。
US267,Defines,0.36,确保准确导航和定位巡逻路线和目标。
US268,Defines,0.03,在恶劣的冰川环境中获取准确的数据和样本。
US269,Defines,0.76,进行准确的渔业资源调查和评估。
US270,Defines,0.8,获取精确的城市数据和地理信息。
US271,Defines,0.17,在灾害监测中提供准确的气象数据和风场信息。
US272,Defines,0.47,确保在建筑工地中的安全飞行和巡查。
US273,Defines,0.85,提高农田管理和农作物产量。
US274,Defines,0.89,确保准确探测和评估矿产资源。
US275,Defines,0.43,进行有效的野生动物保护和监测工作。
US276,Defines,0.27,提前发现和预警地质灾害风险。
US277,Defines,0.69,进行准确的海洋资源评估和保护。
US278,Defines,0.32,确保准确采集和监测环境污染数据。
工程师,Proposes,0.16,我希望无人机的电机和驱动系统具备高可靠性和耐久性
航空器维护人员,Proposes,0.29,我需要无人机的结构和机械部件具备高可靠性和耐用性
交通巡逻员,Proposes,0.3,我需要无人机的导航和定位系统具备高度可靠性
渔业资源调查员,Proposes,0.39,我需要无人机的水下声纳和测量设备具备高可靠性
灾害监测员,Proposes,0.21,我需要无人机的气象监测和风场探测设备具备高可靠性
矿产勘探员,Proposes,0.06,我希望无人机的地质探测和矿产勘查设备具备高可靠性
海洋资源调查员,Proposes,0.6,我需要无人机的海洋生态监测和水下摄像设备具备高可靠性
便在高楼火灾等特殊情况下能够及时投放救援装备和物资。,Specifies,0.15,我需要无人机配备紧急救援设备投放系统
确保无人机在农田作业中的持续可靠运行。,Specifies,0.56,我希望无人机的电池寿命能够长久并具备可靠的充电和更换系统
确保拍摄到稳定、清晰的航拍影像。,Specifies,0.32,我需要无人机的相机稳定器和云台系统具备高度可靠性
保证无人机在各种工作条件下的稳定飞行。,Specifies,0.6,我希望无人机的电机和驱动系统具备高可靠性和耐久性
保证任务信息的准确传输和保密性。,Specifies,0.58,我需要无人机的通信和数据链路系统具备高度可靠性和抗干扰能力
确保在紧急救援任务中能够准确投放装备和物资。,Specifies,0.32,我希望无人机的救援装备投放系统具备高可靠性和精准性
保证准确、稳定地获取环境数据和监测结果。,Specifies,0.45,我需要无人机的传感器和数据采集系统具备高可靠性
确保及时发现电力设备故障和隐患。,Specifies,0.85,我希望无人机的红外热成像和电力检测设备具备高可靠性
减少维修和更换的频率和成本。,Specifies,0.76,我需要无人机的结构和机械部件具备高可靠性和耐用性
保证科学实验的准确性和稳定性。,Specifies,0.94,我希望无人机的仪器和实验设备具备高可靠性
确保准确导航和定位巡逻路线和目标。,Specifies,0.24,我需要无人机的导航和定位系统具备高度可靠性
在恶劣的冰川环境中获取准确的数据和样本。,Specifies,0.63,我希望无人机的冰川探测和采集设备具备高可靠性
进行准确的渔业资源调查和评估。,Specifies,0.63,我需要无人机的水下声纳和测量设备具备高可靠性
获取精确的城市数据和地理信息。,Specifies,0.7,我希望无人机的遥感和测绘设备具备高可靠性
在灾害监测中提供准确的气象数据和风场信息。,Specifies,0.59,我需要无人机的气象监测和风场探测设备具备高可靠性
确保在建筑工地中的安全飞行和巡查。,Specifies,0.52,我希望无人机的避障和自主导航系统具备高可靠性
提高农田管理和农作物产量。,Specifies,0.79,我需要无人机的农作物监测和喷洒设备具备高可靠性
确保准确探测和评估矿产资源。,Specifies,0.03,我希望无人机的地质探测和矿产勘查设备具备高可靠性
进行有效的野生动物保护和监测工作。,Specifies,0.61,我需要无人机的动物跟踪和监测设备具备高可靠性
提前发现和预警地质灾害风险。,Specifies,0.73,我希望无人机的地质监测和预警设备具备高可靠性
进行准确的海洋资源评估和保护。,Specifies,0.42,我需要无人机的海洋生态监测和水下摄像设备具备高可靠性
确保准确采集和监测环境污染数据。,Specifies,0.32,我希望无人机的环境采样和监测设备具备高可靠性
飞行稳定性,Achieves,0.64,我希望无人机能够稳定飞行，并具备高分辨率摄像功能
飞行稳定性,Achieves,0.24,我希望无人机具备强大的飞行稳定性和自动返航功能
高分辨率摄像,Achieves,0.84,我希望无人机能够稳定飞行，并具备高分辨率摄像功能
高分辨率摄像,Achieves,0.97,我希望无人机能够进行空中摄影测量，并搭载高分辨率摄像功能
高分辨率摄像,Achieves,0.38,我需要无人机能够低空飞行，并具备高分辨率摄像功能
高分辨率摄像,Achieves,0.15,我希望无人机能够进行空中测绘，并搭载高分辨率摄像功能
高分辨率摄像,Achieves,0.97,我希望无人机能够进行高空摄影，并具备稳定飞行和高分辨率摄像功能
智能拍摄,Achieves,0.37,我希望无人机能够稳定飞行，并具备高分辨率摄像功能
飞行控制,Achieves,0.87,我希望无人机能够稳定飞行，并具备高分辨率摄像功能
环境适应性,Achieves,0.45,我希望无人机能够稳定飞行，并具备高分辨率摄像功能
快速起飞,Achieves,0.6,我希望无人机具备快速起飞和灵活机动的能力
灵活机动,Achieves,0.09,我希望无人机具备快速起飞和灵活机动的能力
高效推进系统,Achieves,0.71,我希望无人机具备快速起飞和灵活机动的能力
智能飞行控制,Achieves,0.86,我希望无人机具备快速起飞和灵活机动的能力
多轴旋翼设计,Achieves,0.78,我希望无人机具备快速起飞和灵活机动的能力
高清摄像,Achieves,0.59,我希望无人机能够在城市中飞行，并具备高清摄像功能
高清摄像,Achieves,0.73,我需要无人机能够在港口区域飞行，并具备高清摄像功能
稳定飞行,Achieves,0.87,我希望无人机能够进行高空摄影，并具备稳定飞行和高分辨率摄像功能
污染区域飞行,Achieves,0.67,我希望无人机能够在污染区域飞行，并具备空气采样和污染源定位功能
空气采样器,Achieves,0.23,我希望无人机能够在污染源周围飞行，并搭载空气采样器
空中摄影测量,Achieves,0.79,我希望无人机能够进行空中摄影测量，并搭载高分辨率摄像功能
低空飞行,Achieves,0.54,我需要无人机能够低空飞行，并具备高分辨率摄像功能
红外热成像仪,Achieves,0.52,我希望无人机能够飞越高压输电线路，并搭载红外热成像仪
海上飞行,Achieves,0.46,我希望无人机能够在海上飞行，并搭载渔群探测仪器
海上飞行,Achieves,0.82,我需要无人机能够在海上飞行，并搭载水下摄像功能
海上飞行,Achieves,0,我希望无人机能够在海上飞行，并搭载水下摄像功能
风暴飞行,Achieves,0.27,我希望无人机能够在风暴中飞行，并搭载风速测量仪器
风速测量,Achieves,0.8,我希望无人机能够在风暴中飞行，并搭载风速测量仪器
海面飞行,Achieves,0.06,我需要无人机能够在海面上飞行，并具备船舶识别和监测功能
海面飞行,Achieves,0.64,我需要无人机能够在海面上飞行，并搭载鱼群探测仪器
海面飞行,Achieves,0.89,我希望无人机能够在海面上飞行，并搭载气象传感器
船舶识别,Achieves,0.69,我需要无人机能够在海面上飞行，并具备船舶识别和监测功能
船舶监测,Achieves,0.06,我需要无人机能够在海面上飞行，并具备船舶识别和监测功能
地震灾区飞行,Achieves,0.55,我希望无人机能够在地震灾区飞行，并具备地震监测传感器
地震监测,Achieves,0.72,我希望无人机能够在地震灾区飞行，并具备地震监测传感器
森林飞越,Achieves,0.99,我需要无人机能够飞越茂密的森林，并具备火点探测功能
火点探测,Achieves,0.8,我需要无人机能够飞越茂密的森林，并具备火点探测功能
火点探测,Achieves,0.23,我希望无人机能够在森林中飞行，并具备火点探测功能和高压水枪
城市飞行,Achieves,0.88,我希望无人机能够在城市中飞行，并具备高清摄像功能
鱼群探测,Achieves,0.11,我需要无人机能够在海面上飞行，并搭载鱼群探测仪器
空气采样,Achieves,0.44,我希望无人机能够在污染区域飞行，并具备空气采样和污染源定位功能
污染源定位,Achieves,0.13,我希望无人机能够在污染区域飞行，并具备空气采样和污染源定位功能
野生动物栖息地飞行,Achieves,0.7,我需要无人机能够在野生动物栖息地飞行，并搭载红外热成像仪
野生动物栖息地飞行,Achieves,0.75,我需要无人机能够在野生动物栖息地飞行，并具备红外热成像功能
野生动物栖息地飞行,Achieves,0.8,我需要无人机能够在野生动物栖息地飞行，并搭载红外热成像功能
红外热成像,Achieves,0.18,我需要无人机能够在野生动物栖息地飞行，并搭载红外热成像仪
红外热成像,Achieves,0.94,我需要无人机能够在洪水区域飞行，并具备红外热成像功能
红外热成像,Achieves,0.11,我需要无人机能够在野生动物栖息地飞行，并具备红外热成像功能
红外热成像,Achieves,0.49,我需要无人机能够在灾区飞行，并具备红外热成像功能
红外热成像,Achieves,0.42,我需要无人机能够在野生动物栖息地飞行，并搭载红外热成像功能
红外热成像,Achieves,0.11,我希望无人机能够配备红外热成像和夜视功能
农田植被测量,Achieves,0.48,我希望无人机能够进行农田植被测量，并搭载多光谱传感器
多光谱传感器,Achieves,0.18,我希望无人机能够进行农田植被测量，并搭载多光谱传感器
多光谱传感器,Achieves,0.5,我希望无人机能够进行植物生长监测，并搭载多光谱传感器
水域飞行,Achieves,0.33,我需要无人机能够在水域上飞行，并具备水质监测仪器
水质监测,Achieves,0.54,我需要无人机能够在水域上飞行，并具备水质监测仪器
复杂环境飞行,Achieves,0.29,我需要无人机能够在复杂的自然环境中飞行，并具备多光谱成像功能
复杂环境飞行,Achieves,0.19,我希望无人机能够在复杂的环境中飞行，并具备空气采样功能
多光谱成像,Achieves,0.01,我需要无人机能够在复杂的自然环境中飞行，并具备多光谱成像功能
渔群探测,Achieves,0.2,我希望无人机能够在海上飞行，并搭载渔群探测仪器
洪水区域飞行,Achieves,0.39,我需要无人机能够在洪水区域飞行，并具备红外热成像功能
复杂地形飞行,Achieves,0.41,我希望无人机能够在复杂地形中飞行，并搭载地质雷达
地质雷达,Achieves,0.94,我希望无人机能够在复杂地形中飞行，并搭载地质雷达
地质雷达,Achieves,0.38,我希望无人机能够在灾害区域飞行，并具备地质雷达和热成像摄像功能
城市道路飞行,Achieves,0.44,我需要无人机能够在城市道路上飞行，并具备交通流量监测功能
交通流量监测,Achieves,0.9,我需要无人机能够在城市道路上飞行，并具备交通流量监测功能
森林飞行,Achieves,0.22,我希望无人机能够在森林中飞行，并具备火点探测功能和高压水枪
高压水枪,Achieves,0.8,我希望无人机能够在森林中飞行，并具备火点探测功能和高压水枪
建筑物测量,Achieves,0.33,我需要无人机能够进行建筑物测量，并搭载激光测距仪
建筑物测量,Achieves,0.57,我希望无人机能够进行建筑物测量，并搭载激光扫描仪
激光测距,Achieves,0.45,我需要无人机能够进行建筑物测量，并搭载激光测距仪
灾害区域飞行,Achieves,0.12,我希望无人机能够在灾害区域飞行，并具备地质雷达和热成像摄像功能
热成像摄像,Achieves,0.46,我希望无人机能够在灾害区域飞行，并具备地质雷达和热成像摄像功能
水下摄像,Achieves,0.14,我需要无人机能够在海上飞行，并搭载水下摄像功能
污染源飞行,Achieves,0.16,我需要无人机能够在污染源周围飞行，并搭载气体传感器
污染源飞行,Achieves,0.83,我希望无人机能够在污染源周围飞行，并搭载空气采样器
气体传感器,Achieves,0.29,我需要无人机能够在污染源周围飞行，并搭载气体传感器
地形测量,Achieves,0.48,我希望无人机能够进行地形测量，并搭载全球定位系统
全球定位系统,Achieves,0.27,我希望无人机能够进行地形测量，并搭载全球定位系统
气象传感器,Achieves,0.87,我希望无人机能够在海面上飞行，并搭载气象传感器
港口区域飞行,Achieves,0.61,我需要无人机能够在港口区域飞行，并具备高清摄像功能
港口区域飞行,Achieves,0.01,我需要无人机能够在港口区域飞行，并具备船舶识别功能
高压线路飞行,Achieves,0.01,我希望无人机能够飞越高压输电线路，并搭载红外热成像仪
空中测绘,Achieves,0.82,我希望无人机能够进行空中测绘，并搭载高分辨率摄像功能
灾区飞行,Achieves,0.22,我需要无人机能够在灾区飞行，并具备红外热成像功能
空气采样功能,Achieves,0.17,我希望无人机能够在复杂的环境中飞行，并具备空气采样功能
道路上空飞行,Achieves,0.37,我需要无人机能够在道路上空飞行，并具备交通监测功能
交通监测功能,Achieves,0.92,我需要无人机能够在道路上空飞行，并具备交通监测功能
水下摄像功能,Achieves,0,我希望无人机能够在海上飞行，并搭载水下摄像功能
城市区域飞行,Achieves,0.5,我需要无人机能够在城市区域飞行，并具备高清摄像功能
高清摄像功能,Achieves,0.01,我需要无人机能够在城市区域飞行，并具备高清摄像功能
植物生长监测,Achieves,0.72,我希望无人机能够进行植物生长监测，并搭载多光谱传感器
高压输电线路飞行,Achieves,0.48,我需要无人机能够在高压输电线路上飞行，并具备红外热成像功能
红外热成像功能,Achieves,0.13,我需要无人机能够在高压输电线路上飞行，并具备红外热成像功能
船舶识别功能,Achieves,0.91,我需要无人机能够在港口区域飞行，并具备船舶识别功能
水质监测仪器,Achieves,0.86,我需要无人机能够在水域上飞行，并具备水质监测仪器
高空摄影,Achieves,0.12,我希望无人机能够进行高空摄影，并具备稳定飞行和高分辨率摄像功能
激光扫描仪,Achieves,0.04,我希望无人机能够进行建筑物测量，并搭载激光扫描仪
大载荷能力,Achieves,0.49,我需要无人机具备较大的载荷能力
大载荷能力,Achieves,0.82,我希望无人机能够搭载救生设备和物资，具备较大的载荷能力
喷洒设备,Achieves,0.69,我希望无人机能够搭载喷洒设备，具备足够的载荷能力
足够的载荷能力,Achieves,0.91,我希望无人机能够搭载喷洒设备，具备足够的载荷能力
足够的载荷能力,Achieves,0.15,我需要无人机具备足够的载荷能力
足够的载荷能力,Achieves,0.03,我需要无人机能够搭载建筑材料和工具，具备足够的载荷能力
足够的载荷能力,Achieves,0.1,我希望无人机能够搭载专业摄影设备，具备足够的载荷能力
足够的载荷能力,Achieves,0.09,我需要无人机能够搭载地质勘探设备，具备足够的载荷能力
救生设备和物资,Achieves,0.52,我希望无人机能够搭载救生设备和物资，具备较大的载荷能力
建筑材料和工具,Achieves,0.63,我需要无人机能够搭载建筑材料和工具，具备足够的载荷能力
专业摄影设备,Achieves,0.65,我希望无人机能够搭载专业摄影设备，具备足够的载荷能力
地质勘探设备,Achieves,0.37,我需要无人机能够搭载地质勘探设备，具备足够的载荷能力
夜视功能,Achieves,0.65,我希望无人机能够配备红外热成像和夜视功能
自动避障,Achieves,0.67,我需要无人机具备自动避障和防撞功能
防撞功能,Achieves,0.38,我需要无人机具备自动避障和防撞功能
自动返航,Achieves,0.12,我希望无人机具备强大的飞行稳定性和自动返航功能
飞行限制区域警示,Achieves,0.73,我需要无人机具备飞行限制区域警示功能
防水性能,Achieves,0.03,我希望无人机具备防水和防尘性能
防尘性能,Achieves,0.63,我希望无人机具备防水和防尘性能
加密通信系统,Achieves,0.08,我需要无人机具备加密和抗干扰的通信系统
抗干扰通信,Achieves,0.59,我需要无人机具备加密和抗干扰的通信系统
危险物品识别,Achieves,0.8,我希望无人机具备危险物品识别和警示功能
警示功能,Achieves,0.72,我希望无人机具备危险物品识别和警示功能
紧急救援设备投放,Achieves,0.97,我需要无人机配备紧急救援设备投放系统
长久电池寿命,Achieves,0,我希望无人机的电池寿命能够长久并具备可靠的充电和更换系统
可靠充电系统,Achieves,0.9,我希望无人机的电池寿命能够长久并具备可靠的充电和更换系统
电池更换系统,Achieves,0.71,我希望无人机的电池寿命能够长久并具备可靠的充电和更换系统
相机稳定器,Achieves,0.48,我需要无人机的相机稳定器和云台系统具备高度可靠性
云台系统,Achieves,0.7,我需要无人机的相机稳定器和云台系统具备高度可靠性
高度可靠性,Achieves,0.4,我需要无人机的相机稳定器和云台系统具备高度可靠性
续航能力,Achieves,0.62,我希望无人机的续航能力能够持续飞行足够长的时间
较长续航,Achieves,0.5,我需要无人机具备较长的续航能力
长时间巡检,Achieves,0.58,我希望无人机的续航能力能够支持长时间的线路巡检
长时间航拍勘测,Achieves,0.16,我希望无人机的续航能力能够支持长时间的航拍勘测
长时间巡查监控,Achieves,0.22,我希望无人机的续航能力能够支持长时间的巡查和监控
陀螺仪技术,Supports,0.3,飞行稳定性
姿态控制算法,Supports,0.57,飞行稳定性
姿态控制算法,Supports,0.12,稳定飞行控制
减震结构设计,Supports,0.01,飞行稳定性
高像素传感器,Supports,0.18,高分辨率摄像
图像稳定算法,Supports,0.77,高分辨率摄像
高清镜头设计,Supports,0.86,高分辨率摄像
目标识别算法,Supports,0.87,智能拍摄
路径规划算法,Supports,0.51,智能拍摄
动态跟踪技术,Supports,0.77,智能拍摄
自动驾驶算法,Supports,0.34,飞行控制
飞行姿态控制,Supports,0.62,飞行控制
动力分配系统,Supports,0.38,飞行控制
防尘设计,Supports,0.31,环境适应性
耐高低温材料,Supports,0.58,环境适应性
抗风控制技术,Supports,0.79,环境适应性
高功率电机,Supports,0.92,快速起飞
轻量化设计,Supports,0.05,快速起飞
快速响应算法,Supports,0.87,快速起飞
多旋翼电机控制技术,Supports,0.34,灵活机动
高效能电机,Supports,0.8,灵活机动
高效能推进技术,Supports,0.76,高效推进系统
动力系统优化,Supports,0.24,高效推进系统
飞行路径规划算法,Supports,0.8,智能飞行控制
传感器融合技术,Supports,0.01,智能飞行控制
空气动力学优化,Supports,0.6,多轴旋翼设计
结构力学设计,Supports,0.26,多轴旋翼设计
高海拔推进系统,Supports,0.29,高空飞行
高效能电池,Supports,0.28,高空飞行
复杂环境导航算法,Supports,0.58,复杂线路飞行
精密惯性导航系统,Supports,0.6,复杂线路飞行
实时环境感知技术,Supports,1,避障能力
避障算法,Supports,0.89,避障能力
高分辨率图像传感器,Supports,0.87,高清摄像
视频压缩与传输技术,Supports,0.96,高清摄像
高能量密度电池,Supports,0.57,长续航
能量回收系统,Supports,0.43,长续航
抗风稳定系统,Supports,0.27,稳定飞行控制
高精度GPS模块,Supports,0.98,高精度定位
稳定飞控系统,Supports,0.66,悬停能力
耐高低温电池,Supports,0.64,耐高温低温
抗风雨外壳,Supports,0.51,抗风雨能力
高精度测量仪,Supports,0.4,精确测量
专业制图软件,Supports,0.43,制图功能
长续航动力系统,Supports,0.82,高空巡航
高清摄像头,Supports,0.4,实时直播摄像
低空避障传感器,Supports,0.45,飞越树冠
红外摄像头,Supports,0.72,红外线摄像
高精度气压计,Supports,0.11,高度保持
自稳飞控系统,Supports,0.15,稳定飞行
耐腐蚀材料,Supports,0.41,海洋上空飞行
声纳探测仪,Supports,0.69,声纳探测
污染防护外壳,Supports,0.56,污染区域飞行
空气采样模块,Supports,0.48,空气采样器
航拍摄影设备,Supports,0.13,空中摄影测量
三维建模算法,Supports,0.31,城市三维建模
实时监控系统,Supports,0.88,巡航监控
红外夜视技术,Supports,0.56,夜视摄像
高灵敏度摄像传感器,Supports,0.79,夜视摄像
低空避障系统,Supports,0.46,低空飞行
精准高度控制技术,Supports,0.42,低空飞行
图像处理算法,Supports,0.36,作物识别
多光谱成像技术,Supports,0.64,作物识别
农业遥感技术,Supports,0.31,成长监测
时序数据分析,Supports,0.35,成长监测
电磁抗干扰技术,Supports,0.06,飞越高压输电线路
远程精准导航,Supports,0.05,飞越高压输电线路
高分辨率热成像技术,Supports,0.31,红外热成像仪
实时数据传输,Supports,0.42,红外热成像仪
防风抗浪稳定系统,Supports,0.73,海上飞行
海域导航技术,Supports,0.59,海上飞行
夜视摄像设备,Composes,0.85,夜视摄像
低空飞行控制系统,Composes,0.9,低空飞行
作物识别模块,Composes,1,作物识别
成长监测传感器,Composes,0.13,成长监测
高压输电线路飞行模块,Composes,0.46,飞越高压输电线路
红外热成像仪模块,Composes,0.99,红外热成像仪
海上飞行系统,Composes,0.41,海上飞行
充电模块,Composes,0.02,可靠充电系统
电池更换模块,Composes,0.27,电池更换系统
相机支撑结构,Composes,0.05,相机稳定器
云台模块,Composes,0.96,云台系统
可靠性模块,Composes,0.75,高度可靠性
动力系统,Composes,0.55,续航能力
高能量密度电池,Composes,0.45,较长续航
智能巡检模块,Composes,0.34,长时间巡检
长时间航拍模块,Composes,0.61,长时间航拍勘测
巡查监控模块,Composes,0.35,长时间巡查监控
GPS模块,Composes,0.36,自动返航
飞行控制系统,Composes,0.83,飞行限制区域警示
防水外壳,Composes,0.32,防水性能
防尘密封件,Composes,0.86,防尘性能
加密通信模块,Composes,0.9,加密通信系统
抗干扰天线,Composes,0.89,抗干扰通信
危险物品检测模块,Composes,0.18,危险物品识别
警示灯,Composes,0.66,警示功能
设备投放系统,Composes,0.27,紧急救援设备投放
高性能电池,Composes,0.04,长久电池寿命
液体喷洒系统,Composes,0.23,喷洒设备
高强度承载结构,Composes,0.53,足够的载荷能力
救生模块,Composes,0.2,救生设备和物资
工具携带模块,Composes,0.77,建筑材料和工具
高清摄像模块,Composes,0.06,专业摄影设备
勘探传感器模块,Composes,0.31,地质勘探设备
夜视摄像模块,Composes,0.71,夜视功能
自动避障系统,Composes,0.59,自动避障
防撞模块,Composes,0.92,防撞功能
